valueCategory,temporal,temporal_type,georegion,georegion_type,pathogen,type,subtype,testResult,testResult_type,value,prctPathogenType,prctPathogenSubtype,prctTypeSubtype,prctPathogen,lowerCiPathogen,upperCiPathogen,prctPathogenMean3w,prctSamples,dataComplete,defaultView
detections,2021-W12,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W12,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W12,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W12,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W12,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W12,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W12,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W13,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W13,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W13,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W13,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W13,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W13,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W13,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W13,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W14,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W14,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W14,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W14,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W14,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W14,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W14,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W14,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W15,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W15,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W15,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W15,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W15,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W15,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W15,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W15,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W16,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W16,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W16,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W16,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W16,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W16,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W16,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W16,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W17,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W17,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W17,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W17,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W17,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W17,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W17,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W17,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W18,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W18,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W18,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W18,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W18,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W18,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W18,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W18,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W19,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W19,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W19,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W19,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W19,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W19,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W19,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W19,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W20,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W20,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W20,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W20,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W20,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W20,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W20,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W20,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W21,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W21,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W21,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W21,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W21,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W21,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W21,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W21,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W22,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W22,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W22,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W22,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W22,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W22,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W22,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W22,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W23,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W23,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W23,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W23,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W23,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W23,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W23,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W23,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W24,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W24,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W24,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W24,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W24,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W24,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W24,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W24,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W25,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W25,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W25,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W25,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W25,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W25,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W25,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W25,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W26,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W26,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W26,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W26,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W26,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W26,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W26,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W26,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W27,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W27,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W27,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W27,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W27,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W27,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W27,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W27,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W28,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W28,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W28,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W28,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W28,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W28,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W28,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W28,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W29,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W29,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W29,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W29,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W29,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W29,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W29,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W29,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W30,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W30,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W30,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W30,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W30,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W30,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W30,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W30,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W31,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W31,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W31,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W31,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W31,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W31,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W31,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W31,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W32,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W32,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W32,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W32,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W32,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W32,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W32,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W32,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W33,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W33,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W33,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W33,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W33,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W33,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W33,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W33,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W34,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W34,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W34,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W34,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W34,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W34,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W34,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W34,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W35,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W35,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W35,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W35,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W35,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W35,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W35,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W35,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W36,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W36,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W36,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W36,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W36,week,CH,country,influenza,A,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W36,week,CH,country,influenza,B,victoria,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W36,week,CH,country,influenza,B,yamagata,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W36,week,CH,country,influenza,B,unknown,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W37,week,CH,country,influenza,A,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W37,week,CH,country,influenza,B,all,positive,pcr,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W37,week,CH,country,influenza,A,h3n2,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
detections,2021-W37,week,CH,country,influenza,A,h1n1,positive,hht,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
