valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,popExtrapolation,totalConsultationsExtrapolation,incValue,prctConsultations,prct,trend,dataComplete
consultations,2020-W38,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1151.3,26538.2,1517,139.42,2.44,6.7,stagnant,TRUE
consultations,2020-W38,week,region_5,sentinella_region,all,agegroup_ili_ari,all,8387.1,54043.3,3419,329.37,5.21,49,stagnant,TRUE
consultations,2020-W38,week,region_6,sentinella_region,all,agegroup_ili_ari,all,2009.3,13439.2,1128,364.61,4.34,11.7,stagnant,TRUE
consultations,2020-W39,week,CH,country,all,agegroup_ili_ari,all,14365,176846.3,11311,165.68,2.59,100,falling,TRUE
consultations,2020-W39,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1086.6,28871,1927,58.88,0.88,8,falling,TRUE
consultations,2020-W39,week,region_2,sentinella_region,all,agegroup_ili_ari,all,1543,27108.4,1652,106.98,1.76,11.3,falling,TRUE
consultations,2020-W39,week,region_3,sentinella_region,all,agegroup_ili_ari,all,1688.9,26783.7,1656,115.74,1.87,12.4,stagnant,TRUE
consultations,2020-W39,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1044.1,25309.3,1453,126.44,2.2,7.6,stagnant,TRUE
consultations,2020-W39,week,region_5,sentinella_region,all,agegroup_ili_ari,all,6878.1,56643.9,3606,270.11,4.24,50.4,falling,TRUE
consultations,2020-W39,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1408.3,12130.1,1017,255.56,3.05,10.3,falling,TRUE
consultations,2020-W40,week,CH,country,all,agegroup_ili_ari,all,13255.2,175960,10128,152.88,2.66,100,stagnant,TRUE
consultations,2020-W40,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1017.2,32653.9,1942,55.12,0.93,8.5,stagnant,TRUE
consultations,2020-W40,week,region_2,sentinella_region,all,agegroup_ili_ari,all,1855.7,23316.4,1295,128.66,2.32,15.5,stagnant,TRUE
consultations,2020-W40,week,region_3,sentinella_region,all,agegroup_ili_ari,all,620.3,21172.2,1162,42.51,0.77,5.2,falling,TRUE
consultations,2020-W40,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1260.2,23589.5,1208,152.61,2.98,10.5,stagnant,TRUE
consultations,2020-W40,week,region_5,sentinella_region,all,agegroup_ili_ari,all,6148,62127.2,3528,241.44,4.25,51.3,falling,TRUE
consultations,2020-W40,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1093.7,13100.8,993,198.46,2.62,9.1,falling,TRUE
consultations,2020-W41,week,CH,country,all,agegroup_ili_ari,all,11594.8,163013.4,8236,133.73,2.65,100,falling,TRUE
consultations,2020-W41,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1086.8,35658.5,1855,58.89,1.13,8.9,stagnant,TRUE
consultations,2020-W41,week,region_2,sentinella_region,all,agegroup_ili_ari,all,1334.6,27017.9,1286,92.53,1.94,11,falling,TRUE
consultations,2020-W41,week,region_3,sentinella_region,all,agegroup_ili_ari,all,1127.8,24582.1,1196,77.29,1.59,9.3,stagnant,TRUE
consultations,2020-W41,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1084.4,23605.7,1054,131.32,2.94,8.9,stagnant,TRUE
consultations,2020-W41,week,region_5,sentinella_region,all,agegroup_ili_ari,all,6484.7,35733.5,1769,254.66,5.14,53.3,stagnant,TRUE
consultations,2020-W41,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1040.7,16415.8,1076,188.84,2.88,8.6,stagnant,TRUE
consultations,2020-W42,week,CH,country,all,agegroup_ili_ari,all,20228.7,177019.3,10321,233.31,4,100,rising,TRUE
consultations,2020-W42,week,region_1,sentinella_region,all,agegroup_ili_ari,all,2474.1,28345.9,1732,134.06,2.19,11.7,rising,TRUE
consultations,2020-W42,week,region_2,sentinella_region,all,agegroup_ili_ari,all,3058.2,38674.5,2205,212.03,3.72,14.5,rising,TRUE
consultations,2020-W42,week,region_3,sentinella_region,all,agegroup_ili_ari,all,1881.4,31799.4,1808,128.93,2.27,8.9,rising,TRUE
consultations,2020-W42,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1541.1,28934.7,1516,186.63,3.56,7.3,rising,TRUE
consultations,2020-W42,week,region_5,sentinella_region,all,agegroup_ili_ari,all,9405.4,37361.8,2150,369.36,6.42,44.5,rising,TRUE
consultations,2020-W42,week,region_6,sentinella_region,all,agegroup_ili_ari,all,2777.8,11903,910,504.07,6.59,13.1,rising,TRUE
consultations,2020-W43,week,CH,country,all,agegroup_ili_ari,all,30670.3,180356.4,12248,353.74,5.21,100,rising,TRUE
consultations,2020-W43,week,region_1,sentinella_region,all,agegroup_ili_ari,all,4826.9,25998.8,1846,261.55,3.68,16.2,rising,TRUE
consultations,2020-W43,week,region_2,sentinella_region,all,agegroup_ili_ari,all,4638.4,34204.8,2210,321.59,4.98,15.5,rising,TRUE
consultations,2020-W43,week,region_3,sentinella_region,all,agegroup_ili_ari,all,2816.3,24870.2,1644,193,2.92,9.4,rising,TRUE
consultations,2020-W43,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1904.9,25575,1534,230.69,3.85,6.4,rising,TRUE
consultations,2020-W43,week,region_5,sentinella_region,all,agegroup_ili_ari,all,12705,56319.7,3820,498.94,7.36,42.6,rising,TRUE
consultations,2020-W43,week,region_6,sentinella_region,all,agegroup_ili_ari,all,2963.7,13388,1194,537.8,6.03,9.9,stagnant,TRUE
consultations,2020-W44,week,CH,country,all,agegroup_ili_ari,all,36098.8,181337.4,12111,416.35,6.23,100,rising,TRUE
consultations,2020-W44,week,region_1,sentinella_region,all,agegroup_ili_ari,all,4237.1,32667,2263,229.59,3.31,12.6,stagnant,TRUE
consultations,2020-W44,week,region_2,sentinella_region,all,agegroup_ili_ari,all,6702.3,33356.5,2166,464.68,7.16,19.9,rising,TRUE
consultations,2020-W44,week,region_3,sentinella_region,all,agegroup_ili_ari,all,1274.8,20603.4,1329,87.36,1.35,3.8,falling,TRUE
consultations,2020-W44,week,region_4,sentinella_region,all,agegroup_ili_ari,all,2602.7,22843.2,1351,315.19,5.33,7.7,rising,TRUE
consultations,2020-W44,week,region_5,sentinella_region,all,agegroup_ili_ari,all,14609.7,59783.6,3941,573.74,8.7,43.5,rising,TRUE
consultations,2020-W44,week,region_6,sentinella_region,all,agegroup_ili_ari,all,4195.7,12083.8,1061,761.35,8.67,12.5,rising,TRUE
consultations,2020-W45,week,CH,country,all,agegroup_ili_ari,all,37689.8,178515.2,12574,434.7,6.17,100,stagnant,TRUE
consultations,2020-W45,week,region_1,sentinella_region,all,agegroup_ili_ari,all,4068.6,31298.7,2308,220.46,2.99,11,stagnant,TRUE
consultations,2020-W45,week,region_2,sentinella_region,all,agegroup_ili_ari,all,7486.7,33329,2305,519.07,7.51,20.3,rising,TRUE
consultations,2020-W45,week,region_3,sentinella_region,all,agegroup_ili_ari,all,3408.1,24406,1670,233.55,3.41,9.3,rising,TRUE
consultations,2020-W45,week,region_4,sentinella_region,all,agegroup_ili_ari,all,2169.1,24363.3,1531,262.69,4.18,5.9,stagnant,TRUE
consultations,2020-W45,week,region_5,sentinella_region,all,agegroup_ili_ari,all,15871.9,55349.4,3854,623.31,8.95,43.1,stagnant,TRUE
consultations,2020-W45,week,region_6,sentinella_region,all,agegroup_ili_ari,all,3836,9768.9,906,696.09,7.51,10.4,stagnant,TRUE
consultations,2020-W46,week,CH,country,all,agegroup_ili_ari,all,31084.8,178791.6,12714,358.52,5.04,100,falling,TRUE
consultations,2020-W46,week,region_1,sentinella_region,all,agegroup_ili_ari,all,2966.1,34221.8,2532,160.72,2.17,9.7,falling,TRUE
consultations,2020-W46,week,region_2,sentinella_region,all,agegroup_ili_ari,all,4365.2,30397.7,2115,302.65,4.35,14.2,falling,TRUE
consultations,2020-W46,week,region_3,sentinella_region,all,agegroup_ili_ari,all,2590.4,26475.4,1822,177.52,2.58,8.4,stagnant,TRUE
consultations,2020-W46,week,region_4,sentinella_region,all,agegroup_ili_ari,all,2183.4,23069.4,1457,264.42,4.19,7.1,stagnant,TRUE
consultations,2020-W46,week,region_5,sentinella_region,all,agegroup_ili_ari,all,15997.7,52049.6,3622,628.25,9.03,52.1,stagnant,TRUE
consultations,2020-W46,week,region_6,sentinella_region,all,agegroup_ili_ari,all,2585,12577.7,1166,469.08,5.06,8.4,falling,TRUE
consultations,2020-W47,week,CH,country,all,agegroup_ili_ari,all,25357.2,176776.2,12453,292.46,4.15,100,falling,TRUE
consultations,2020-W47,week,region_1,sentinella_region,all,agegroup_ili_ari,all,2150.9,31744.8,2333,116.55,1.59,8.8,falling,TRUE
consultations,2020-W47,week,region_2,sentinella_region,all,agegroup_ili_ari,all,3392.5,32311.9,2235,235.21,3.4,13.8,falling,TRUE
consultations,2020-W47,week,region_3,sentinella_region,all,agegroup_ili_ari,all,2519.4,25484.8,1746,172.65,2.52,10.3,stagnant,TRUE
consultations,2020-W47,week,region_4,sentinella_region,all,agegroup_ili_ari,all,2040.3,21449.8,1346,247.09,3.94,8.3,stagnant,TRUE
consultations,2020-W47,week,region_5,sentinella_region,all,agegroup_ili_ari,all,11422.1,53504.1,3666,448.56,6.55,46.6,falling,TRUE
consultations,2020-W47,week,region_6,sentinella_region,all,agegroup_ili_ari,all,3006.5,12280.8,1127,545.57,5.94,12.3,stagnant,TRUE
consultations,2020-W48,week,CH,country,all,agegroup_ili_ari,all,26180.8,169558.1,11842,301.96,4.32,100,stagnant,TRUE
consultations,2020-W48,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1719.3,32201.5,2340,93.16,1.28,6.8,falling,TRUE
consultations,2020-W48,week,region_2,sentinella_region,all,agegroup_ili_ari,all,3867.5,31699.7,2184,268.14,3.89,15.3,stagnant,TRUE
consultations,2020-W48,week,region_3,sentinella_region,all,agegroup_ili_ari,all,3264.8,22795.8,1543,223.73,3.31,12.9,rising,TRUE
consultations,2020-W48,week,region_4,sentinella_region,all,agegroup_ili_ari,all,2195.7,17675.1,1102,265.91,4.26,8.7,stagnant,TRUE
consultations,2020-W48,week,region_5,sentinella_region,all,agegroup_ili_ari,all,11117.1,53369,3601,436.58,6.47,44,stagnant,TRUE
consultations,2020-W48,week,region_6,sentinella_region,all,agegroup_ili_ari,all,3077.9,11817,1072,558.52,6.16,12.2,stagnant,TRUE
consultations,2020-W49,week,CH,country,all,agegroup_ili_ari,all,29407.9,170116.2,12073,339.18,4.78,100,rising,TRUE
consultations,2020-W49,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1592.3,33610.5,2486,86.28,1.17,5.6,stagnant,TRUE
consultations,2020-W49,week,region_2,sentinella_region,all,agegroup_ili_ari,all,4537.2,28610.2,2002,314.57,4.5,16,rising,TRUE
consultations,2020-W49,week,region_3,sentinella_region,all,agegroup_ili_ari,all,2588.7,23675.1,1629,177.4,2.58,9.1,stagnant,TRUE
consultations,2020-W49,week,region_4,sentinella_region,all,agegroup_ili_ari,all,2603.7,19979.7,1264,315.32,4.98,9.2,rising,TRUE
consultations,2020-W49,week,region_5,sentinella_region,all,agegroup_ili_ari,all,13880.1,52651.9,3622,545.09,7.92,49,rising,TRUE
consultations,2020-W49,week,region_6,sentinella_region,all,agegroup_ili_ari,all,3138.5,11588.8,1070,569.52,6.17,11.1,stagnant,TRUE
consultations,2020-W50,week,CH,country,all,agegroup_ili_ari,all,30979.8,167359.7,12289,357.31,4.87,100,stagnant,TRUE
consultations,2020-W50,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1536,31239.6,2398,83.23,1.08,5.1,stagnant,TRUE
consultations,2020-W50,week,region_2,sentinella_region,all,agegroup_ili_ari,all,3851.9,31453.6,2279,267.06,3.69,12.9,stagnant,TRUE
consultations,2020-W50,week,region_3,sentinella_region,all,agegroup_ili_ari,all,3671.7,22653.1,1615,251.62,3.53,12.3,rising,TRUE
consultations,2020-W50,week,region_4,sentinella_region,all,agegroup_ili_ari,all,2183.4,18909.8,1240,264.41,4.03,7.3,stagnant,TRUE
consultations,2020-W50,week,region_5,sentinella_region,all,agegroup_ili_ari,all,16024.2,52758,3766,629.29,8.82,53.6,rising,TRUE
consultations,2020-W50,week,region_6,sentinella_region,all,agegroup_ili_ari,all,2610.1,10345.7,991,473.63,4.94,8.7,falling,TRUE
consultations,2020-W51,week,CH,country,all,agegroup_ili_ari,all,32759.9,181292.1,13299,377.84,5.15,100,stagnant,TRUE
consultations,2020-W51,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1913.6,31825.5,2434,103.69,1.36,6.1,rising,TRUE
consultations,2020-W51,week,region_2,sentinella_region,all,agegroup_ili_ari,all,3803.2,31857.2,2311,263.68,3.63,12.1,stagnant,TRUE
consultations,2020-W51,week,region_3,sentinella_region,all,agegroup_ili_ari,all,2248.8,26604.2,1897,154.11,2.16,7.2,falling,TRUE
consultations,2020-W51,week,region_4,sentinella_region,all,agegroup_ili_ari,all,2242.5,22461.9,1470,271.57,4.15,7.2,stagnant,TRUE
consultations,2020-W51,week,region_5,sentinella_region,all,agegroup_ili_ari,all,17951.1,55606.1,3951,704.96,9.92,57.3,rising,TRUE
consultations,2020-W51,week,region_6,sentinella_region,all,agegroup_ili_ari,all,3152.2,12937.1,1236,572,5.99,10.1,stagnant,TRUE
consultations,2020-W52,week,CH,country,all,agegroup_ili_ari,all,12165.3,226641.7,7443,140.31,4.27,100,falling,TRUE
consultations,2020-W52,week,region_1,sentinella_region,all,agegroup_ili_ari,all,653.7,36706.8,1254,35.42,1.04,5.4,falling,TRUE
consultations,2020-W52,week,region_2,sentinella_region,all,agegroup_ili_ari,all,1388.5,41549.5,1340,96.27,2.99,11.6,falling,TRUE
consultations,2020-W52,week,region_3,sentinella_region,all,agegroup_ili_ari,all,1548.8,32976.7,1058,106.14,3.31,12.9,falling,TRUE
consultations,2020-W52,week,region_4,sentinella_region,all,agegroup_ili_ari,all,864.8,36284,1069,104.73,3.55,7.2,falling,TRUE
consultations,2020-W52,week,region_5,sentinella_region,all,agegroup_ili_ari,all,6341,63046.5,2029,249.02,7.74,52.9,falling,TRUE
consultations,2020-W52,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1199.7,16078.1,693,217.69,5.05,10,falling,TRUE
consultations,2020-W53,week,CH,country,all,agegroup_ili_ari,all,8971.2,209719.9,4640,103.47,4.68,100,falling,TRUE
consultations,2020-W53,week,region_1,sentinella_region,all,agegroup_ili_ari,all,614.7,33027.1,794,33.31,1.39,8.2,stagnant,TRUE
consultations,2020-W53,week,region_2,sentinella_region,all,agegroup_ili_ari,all,1334.3,54047.1,993,92.51,5.04,17.8,stagnant,TRUE
consultations,2020-W53,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,10112.5,244,0,0,0,falling,TRUE
consultations,2020-W53,week,region_4,sentinella_region,all,agegroup_ili_ari,all,721.2,30912.7,591,87.34,4.57,9.6,falling,TRUE
consultations,2020-W53,week,region_5,sentinella_region,all,agegroup_ili_ari,all,3826.2,58563.4,1353,150.26,6.5,51.2,falling,TRUE
consultations,2020-W53,week,region_6,sentinella_region,all,agegroup_ili_ari,all,979.9,23057.1,665,177.82,6.17,13.1,falling,TRUE
consultations,2021-W01,week,CH,country,all,agegroup_ili_ari,all,15860.9,246831,10335,181.5,4.33,100,rising,TRUE
consultations,2021-W01,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1157.3,36998.6,1713,62.16,1.34,7.5,rising,TRUE
consultations,2021-W01,week,region_2,sentinella_region,all,agegroup_ili_ari,all,2879.2,42838.9,1808,198.42,4.7,18.6,rising,TRUE
consultations,2021-W01,week,region_3,sentinella_region,all,agegroup_ili_ari,all,2216.8,55121.5,2258,150.58,3.68,14.3,rising,TRUE
consultations,2021-W01,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1765,36348.6,1346,211.84,5.72,11.4,rising,TRUE
consultations,2021-W01,week,region_5,sentinella_region,all,agegroup_ili_ari,all,6139.5,64389.9,2591,239.17,5.94,39.7,stagnant,TRUE
consultations,2021-W01,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1292.7,11133.5,619,233.53,4.2,8.4,stagnant,TRUE
consultations,2021-W02,week,CH,country,all,agegroup_ili_ari,all,18345.3,178153.9,12259,209.93,3.05,100,rising,TRUE
consultations,2021-W02,week,region_1,sentinella_region,all,agegroup_ili_ari,all,773.4,28887.1,2179,41.54,0.55,4.3,stagnant,TRUE
consultations,2021-W02,week,region_2,sentinella_region,all,agegroup_ili_ari,all,3605.5,37026.2,2526,248.47,3.64,20,rising,TRUE
consultations,2021-W02,week,region_3,sentinella_region,all,agegroup_ili_ari,all,2832.2,34827.2,2308,192.38,2.9,15.7,rising,TRUE
consultations,2021-W02,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1417.4,22337.7,1338,170.12,2.84,7.9,stagnant,TRUE
consultations,2021-W02,week,region_5,sentinella_region,all,agegroup_ili_ari,all,7761.1,42337.1,2767,302.34,4.63,43.1,rising,TRUE
consultations,2021-W02,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1607.8,12738.6,1141,290.45,3.24,8.9,rising,TRUE
consultations,2021-W03,week,CH,country,all,agegroup_ili_ari,all,19480.5,175845.2,12289,222.92,3.19,100,stagnant,TRUE
consultations,2021-W03,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1626.6,26323.7,2028,87.37,1.13,8.7,rising,TRUE
consultations,2021-W03,week,region_2,sentinella_region,all,agegroup_ili_ari,all,3774,36142.5,2512,260.08,3.74,20.2,stagnant,TRUE
consultations,2021-W03,week,region_3,sentinella_region,all,agegroup_ili_ari,all,3096.2,37088.3,2497,210.31,3.12,16.5,stagnant,TRUE
consultations,2021-W03,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1694.3,18195.2,1114,203.35,3.32,9,stagnant,TRUE
consultations,2021-W03,week,region_5,sentinella_region,all,agegroup_ili_ari,all,6641.3,46383,3072,258.72,3.91,35.5,stagnant,TRUE
consultations,2021-W03,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1890.5,11712.5,1066,341.51,3.75,10.1,rising,TRUE
consultations,2021-W04,week,CH,country,all,agegroup_ili_ari,all,19061.1,176966.1,12113,218.12,3.19,100,stagnant,TRUE
consultations,2021-W04,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1507.7,28400.9,2144,80.98,1.07,8.3,stagnant,TRUE
consultations,2021-W04,week,region_2,sentinella_region,all,agegroup_ili_ari,all,4102.3,36787.3,2518,282.71,4.13,22.6,stagnant,TRUE
consultations,2021-W04,week,region_3,sentinella_region,all,agegroup_ili_ari,all,3522.5,35943.3,2364,239.27,3.64,19.4,rising,TRUE
consultations,2021-W04,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1705.2,18079.1,1087,204.66,3.4,9.4,stagnant,TRUE
consultations,2021-W04,week,region_5,sentinella_region,all,agegroup_ili_ari,all,6074,46487.6,2998,236.62,3.67,33.4,stagnant,TRUE
consultations,2021-W04,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1277.3,11267.9,1002,230.74,2.59,7,falling,TRUE
consultations,2021-W05,week,CH,country,all,agegroup_ili_ari,all,17834.1,179830.6,12049,204.08,3.05,100,stagnant,TRUE
consultations,2021-W05,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1545.3,28915.6,2141,83,1.12,9,stagnant,TRUE
consultations,2021-W05,week,region_2,sentinella_region,all,agegroup_ili_ari,all,3806.5,36977.9,2488,262.32,3.9,22.3,stagnant,TRUE
consultations,2021-W05,week,region_3,sentinella_region,all,agegroup_ili_ari,all,2526.3,32052,2066,171.6,2.66,14.8,falling,TRUE
consultations,2021-W05,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1726.8,25090.6,1475,207.25,3.53,10.1,stagnant,TRUE
consultations,2021-W05,week,region_5,sentinella_region,all,agegroup_ili_ari,all,5528.8,44571.9,2815,215.38,3.41,32.4,stagnant,TRUE
consultations,2021-W05,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1947.5,12222.6,1064,351.81,4.04,11.4,stagnant,TRUE
consultations,2021-W06,week,CH,country,all,agegroup_ili_ari,all,17272.2,162915,10882,197.65,2.96,100,stagnant,TRUE
consultations,2021-W06,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1662.8,30230.7,2203,89.31,1.23,10.1,stagnant,TRUE
consultations,2021-W06,week,region_2,sentinella_region,all,agegroup_ili_ari,all,4023.6,29572.9,1976,277.28,4.15,24.5,stagnant,TRUE
consultations,2021-W06,week,region_3,sentinella_region,all,agegroup_ili_ari,all,3314,30207.9,1916,225.11,3.55,20.2,stagnant,TRUE
consultations,2021-W06,week,region_4,sentinella_region,all,agegroup_ili_ari,all,951.7,15759.3,917,114.22,1.96,5.8,falling,TRUE
consultations,2021-W06,week,region_5,sentinella_region,all,agegroup_ili_ari,all,4358.5,42995.3,2661,169.79,2.74,26.5,falling,TRUE
consultations,2021-W06,week,region_6,sentinella_region,all,agegroup_ili_ari,all,2112.7,14149,1209,381.65,4.47,12.9,stagnant,TRUE
consultations,2021-W07,week,CH,country,all,agegroup_ili_ari,all,14315.9,170917.4,11069,163.82,2.53,100,falling,TRUE
consultations,2021-W07,week,region_1,sentinella_region,all,agegroup_ili_ari,all,2075.7,30496.9,2192,111.49,1.55,14.7,rising,TRUE
consultations,2021-W07,week,region_2,sentinella_region,all,agegroup_ili_ari,all,3023,35520.7,2311,208.33,3.2,21.4,falling,TRUE
consultations,2021-W07,week,region_3,sentinella_region,all,agegroup_ili_ari,all,2381.6,33999.3,2120,161.77,2.59,16.9,stagnant,TRUE
consultations,2021-W07,week,region_4,sentinella_region,all,agegroup_ili_ari,all,1101.8,18149.4,1025,132.24,2.34,7.8,stagnant,TRUE
consultations,2021-W07,week,region_5,sentinella_region,all,agegroup_ili_ari,all,4378.5,43969.7,2685,170.57,2.79,31.1,stagnant,TRUE
consultations,2021-W07,week,region_6,sentinella_region,all,agegroup_ili_ari,all,1134.7,8781.4,736,204.98,2.45,8.1,falling,TRUE
consultations,2021-W08,week,CH,country,all,agegroup_ili_ari,all,13290,178848.5,11682,152.08,2.33,100,stagnant,TRUE
consultations,2021-W08,week,region_1,sentinella_region,all,agegroup_ili_ari,all,1492.8,27439.7,1958,80.18,1.12,12,falling,TRUE
