valueCategory,temporal,temporal_type,georegion,georegion_type,subtype,testResult,testResult_type,value,prct,lowerCi,upperCi,prctMean3w,dataComplete,defaultView
samples_hospitalisations,2023-W44,iso_week,CHFL,CHFL,all,positive,pcr,124,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W45,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,10.3,0,TRUE,FALSE
detections_hospitalisations,2023-W45,iso_week,CHFL,CHFL,BA.2,positive,pcr,1,0.7,0,11.6,0.5,TRUE,FALSE
detections_hospitalisations,2023-W45,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,10.3,0.2,TRUE,TRUE
detections_hospitalisations,2023-W45,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,30,22.2,11.4,38.7,23.2,TRUE,TRUE
detections_hospitalisations,2023-W45,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,10.3,0,TRUE,FALSE
detections_hospitalisations,2023-W45,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,10.3,0,TRUE,TRUE
detections_hospitalisations,2023-W45,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,10.3,0,TRUE,TRUE
detections_hospitalisations,2023-W45,iso_week,CHFL,CHFL,XBB,positive,pcr,99,73.3,56.5,85.3,72.5,TRUE,TRUE
detections_hospitalisations,2023-W45,iso_week,CHFL,CHFL,other,positive,pcr,5,3.7,0.8,16.2,3.5,TRUE,FALSE
samples_hospitalisations,2023-W45,iso_week,CHFL,CHFL,all,positive,pcr,135,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W46,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,9.9,0,TRUE,FALSE
detections_hospitalisations,2023-W46,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,9.9,0.5,TRUE,FALSE
detections_hospitalisations,2023-W46,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,1,0.7,0,11.1,0.2,TRUE,TRUE
detections_hospitalisations,2023-W46,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,43,30.5,17.8,47,29.4,TRUE,TRUE
detections_hospitalisations,2023-W46,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,9.9,0,TRUE,FALSE
detections_hospitalisations,2023-W46,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,9.9,0,TRUE,TRUE
detections_hospitalisations,2023-W46,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,9.9,0,TRUE,TRUE
detections_hospitalisations,2023-W46,iso_week,CHFL,CHFL,XBB,positive,pcr,93,66,49.4,79.4,66.9,TRUE,TRUE
detections_hospitalisations,2023-W46,iso_week,CHFL,CHFL,other,positive,pcr,4,2.8,0.5,14.5,3,TRUE,FALSE
samples_hospitalisations,2023-W46,iso_week,CHFL,CHFL,all,positive,pcr,141,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W47,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,11.1,0,TRUE,FALSE
detections_hospitalisations,2023-W47,iso_week,CHFL,CHFL,BA.2,positive,pcr,1,0.8,0,12.5,0.5,TRUE,FALSE
detections_hospitalisations,2023-W47,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,11.1,0.2,TRUE,TRUE
detections_hospitalisations,2023-W47,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,44,35.5,21.1,53.1,38.4,TRUE,TRUE
detections_hospitalisations,2023-W47,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,11.1,0,TRUE,FALSE
detections_hospitalisations,2023-W47,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,11.1,0,TRUE,TRUE
detections_hospitalisations,2023-W47,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,11.1,0,TRUE,TRUE
detections_hospitalisations,2023-W47,iso_week,CHFL,CHFL,XBB,positive,pcr,76,61.3,43.7,76.3,58.6,TRUE,TRUE
detections_hospitalisations,2023-W47,iso_week,CHFL,CHFL,other,positive,pcr,3,2.4,0.3,15.1,2.2,TRUE,FALSE
samples_hospitalisations,2023-W47,iso_week,CHFL,CHFL,all,positive,pcr,124,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W48,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,10.2,0,TRUE,FALSE
detections_hospitalisations,2023-W48,iso_week,CHFL,CHFL,BA.2,positive,pcr,1,0.7,0,11.5,1.5,TRUE,FALSE
detections_hospitalisations,2023-W48,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,10.2,0,TRUE,TRUE
detections_hospitalisations,2023-W48,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,67,49.3,33.3,65.3,46.1,TRUE,TRUE
detections_hospitalisations,2023-W48,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,10.2,0,TRUE,FALSE
detections_hospitalisations,2023-W48,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,10.2,0,TRUE,TRUE
detections_hospitalisations,2023-W48,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,10.2,0,TRUE,TRUE
detections_hospitalisations,2023-W48,iso_week,CHFL,CHFL,XBB,positive,pcr,66,48.5,32.7,64.7,50.6,TRUE,TRUE
detections_hospitalisations,2023-W48,iso_week,CHFL,CHFL,other,positive,pcr,2,1.5,0.2,12.7,1.8,TRUE,FALSE
samples_hospitalisations,2023-W48,iso_week,CHFL,CHFL,all,positive,pcr,136,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W49,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,10.1,0,TRUE,FALSE
detections_hospitalisations,2023-W49,iso_week,CHFL,CHFL,BA.2,positive,pcr,4,2.9,0.5,14.8,1.2,TRUE,FALSE
detections_hospitalisations,2023-W49,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,10.1,0,TRUE,TRUE
detections_hospitalisations,2023-W49,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,74,53.6,37.4,69.1,57.2,TRUE,TRUE
detections_hospitalisations,2023-W49,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,10.1,0,TRUE,FALSE
detections_hospitalisations,2023-W49,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,10.1,0,TRUE,TRUE
detections_hospitalisations,2023-W49,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,10.1,0,TRUE,TRUE
detections_hospitalisations,2023-W49,iso_week,CHFL,CHFL,XBB,positive,pcr,58,42,27.1,58.5,39.9,TRUE,TRUE
detections_hospitalisations,2023-W49,iso_week,CHFL,CHFL,other,positive,pcr,2,1.4,0.2,12.6,1.7,TRUE,FALSE
samples_hospitalisations,2023-W49,iso_week,CHFL,CHFL,all,positive,pcr,138,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W50,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,10.2,0,TRUE,FALSE
detections_hospitalisations,2023-W50,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,10.2,1,TRUE,FALSE
detections_hospitalisations,2023-W50,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,10.2,0,TRUE,TRUE
detections_hospitalisations,2023-W50,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,94,68.6,51.8,81.6,68,TRUE,TRUE
detections_hospitalisations,2023-W50,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,10.2,0,TRUE,FALSE
detections_hospitalisations,2023-W50,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,10.2,0,TRUE,TRUE
detections_hospitalisations,2023-W50,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,10.2,0,TRUE,TRUE
detections_hospitalisations,2023-W50,iso_week,CHFL,CHFL,XBB,positive,pcr,40,29.2,16.7,46,28.8,TRUE,TRUE
detections_hospitalisations,2023-W50,iso_week,CHFL,CHFL,other,positive,pcr,3,2.2,0.3,13.8,2.2,TRUE,FALSE
samples_hospitalisations,2023-W50,iso_week,CHFL,CHFL,all,positive,pcr,137,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W51,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,13.5,0,TRUE,FALSE
detections_hospitalisations,2023-W51,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,13.5,0,TRUE,FALSE
detections_hospitalisations,2023-W51,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,13.5,0,TRUE,TRUE
detections_hospitalisations,2023-W51,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,81,81.8,62.7,92.3,79.7,TRUE,TRUE
detections_hospitalisations,2023-W51,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,13.5,0,TRUE,FALSE
detections_hospitalisations,2023-W51,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,13.5,0,TRUE,TRUE
detections_hospitalisations,2023-W51,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,13.5,0,TRUE,TRUE
detections_hospitalisations,2023-W51,iso_week,CHFL,CHFL,XBB,positive,pcr,15,15.2,5.9,33.9,18.5,TRUE,TRUE
detections_hospitalisations,2023-W51,iso_week,CHFL,CHFL,other,positive,pcr,3,3,0.4,18.3,1.7,TRUE,FALSE
samples_hospitalisations,2023-W51,iso_week,CHFL,CHFL,all,positive,pcr,99,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2023-W52,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,13.7,0,TRUE,FALSE
detections_hospitalisations,2023-W52,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,13.7,0,TRUE,FALSE
detections_hospitalisations,2023-W52,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,13.7,0,TRUE,TRUE
detections_hospitalisations,2023-W52,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,87,88.8,70.7,96.3,85.6,TRUE,TRUE
detections_hospitalisations,2023-W52,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,13.7,0,TRUE,FALSE
detections_hospitalisations,2023-W52,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,13.7,0,TRUE,TRUE
detections_hospitalisations,2023-W52,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,13.7,0,TRUE,TRUE
detections_hospitalisations,2023-W52,iso_week,CHFL,CHFL,XBB,positive,pcr,11,11.2,3.7,29.3,11.9,TRUE,TRUE
detections_hospitalisations,2023-W52,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,13.7,2.5,TRUE,FALSE
samples_hospitalisations,2023-W52,iso_week,CHFL,CHFL,all,positive,pcr,98,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2024-W01,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,15.1,0,TRUE,FALSE
detections_hospitalisations,2024-W01,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,15.1,0,TRUE,FALSE
detections_hospitalisations,2024-W01,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,15.1,0,TRUE,TRUE
detections_hospitalisations,2024-W01,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,75,86.2,66.2,95.2,89.9,TRUE,TRUE
detections_hospitalisations,2024-W01,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,15.1,0,TRUE,FALSE
detections_hospitalisations,2024-W01,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,15.1,0,TRUE,TRUE
detections_hospitalisations,2024-W01,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,15.1,0,TRUE,TRUE
detections_hospitalisations,2024-W01,iso_week,CHFL,CHFL,XBB,positive,pcr,8,9.2,2.5,28.2,7.4,TRUE,TRUE
detections_hospitalisations,2024-W01,iso_week,CHFL,CHFL,other,positive,pcr,4,4.6,0.8,22.1,2.7,TRUE,FALSE
samples_hospitalisations,2024-W01,iso_week,CHFL,CHFL,all,positive,pcr,87,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2024-W02,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,21.1,0,TRUE,FALSE
detections_hospitalisations,2024-W02,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,21.1,0,TRUE,FALSE
detections_hospitalisations,2024-W02,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,21.1,0,TRUE,TRUE
detections_hospitalisations,2024-W02,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,55,94.8,71.5,99.3,92.8,TRUE,TRUE
detections_hospitalisations,2024-W02,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,21.1,0,TRUE,FALSE
detections_hospitalisations,2024-W02,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,21.1,0,TRUE,TRUE
detections_hospitalisations,2024-W02,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,21.1,0,TRUE,TRUE
detections_hospitalisations,2024-W02,iso_week,CHFL,CHFL,XBB,positive,pcr,1,1.7,0.1,23.7,4.5,TRUE,TRUE
detections_hospitalisations,2024-W02,iso_week,CHFL,CHFL,other,positive,pcr,2,3.4,0.4,26.2,2.7,TRUE,FALSE
samples_hospitalisations,2024-W02,iso_week,CHFL,CHFL,all,positive,pcr,58,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2024-W03,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,27.9,0,TRUE,FALSE
detections_hospitalisations,2024-W03,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,27.9,0,TRUE,FALSE
detections_hospitalisations,2024-W03,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,27.9,0,TRUE,TRUE
detections_hospitalisations,2024-W03,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,39,97.5,68.6,99.9,91.9,TRUE,TRUE
detections_hospitalisations,2024-W03,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,27.9,0,TRUE,FALSE
detections_hospitalisations,2024-W03,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,27.9,0,TRUE,TRUE
detections_hospitalisations,2024-W03,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,27.9,0,TRUE,TRUE
detections_hospitalisations,2024-W03,iso_week,CHFL,CHFL,XBB,positive,pcr,1,2.5,0.1,31.4,4.2,TRUE,TRUE
detections_hospitalisations,2024-W03,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,27.9,3.9,TRUE,FALSE
samples_hospitalisations,2024-W03,iso_week,CHFL,CHFL,all,positive,pcr,40,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2024-W04,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,56.4,0,TRUE,FALSE
detections_hospitalisations,2024-W04,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,56.4,0,TRUE,FALSE
detections_hospitalisations,2024-W04,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,56.4,0,TRUE,TRUE
detections_hospitalisations,2024-W04,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,10,83.3,30.8,98.2,93.6,TRUE,TRUE
detections_hospitalisations,2024-W04,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,56.4,0,TRUE,FALSE
detections_hospitalisations,2024-W04,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,56.4,0,TRUE,TRUE
detections_hospitalisations,2024-W04,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,56.4,0,TRUE,TRUE
detections_hospitalisations,2024-W04,iso_week,CHFL,CHFL,XBB,positive,pcr,1,8.3,0.5,63.2,3.6,TRUE,TRUE
detections_hospitalisations,2024-W04,iso_week,CHFL,CHFL,other,positive,pcr,1,8.3,0.5,63.2,2.8,TRUE,FALSE
samples_hospitalisations,2024-W04,iso_week,CHFL,CHFL,all,positive,pcr,12,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2024-W05,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,56.4,0,TRUE,FALSE
detections_hospitalisations,2024-W05,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,56.4,0,TRUE,FALSE
detections_hospitalisations,2024-W05,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,56.4,0,TRUE,TRUE
detections_hospitalisations,2024-W05,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,12,100,43.6,100,92.4,TRUE,TRUE
detections_hospitalisations,2024-W05,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,56.4,0,TRUE,FALSE
detections_hospitalisations,2024-W05,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,56.4,0,TRUE,TRUE
detections_hospitalisations,2024-W05,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,56.4,0,TRUE,TRUE
detections_hospitalisations,2024-W05,iso_week,CHFL,CHFL,XBB,positive,pcr,0,0,0,56.4,2.8,TRUE,TRUE
detections_hospitalisations,2024-W05,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,56.4,4.8,TRUE,FALSE
samples_hospitalisations,2024-W05,iso_week,CHFL,CHFL,all,positive,pcr,12,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2024-W06,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,49.2,0,TRUE,FALSE
detections_hospitalisations,2024-W06,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,49.2,0,TRUE,FALSE
detections_hospitalisations,2024-W06,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,49.2,0,TRUE,TRUE
detections_hospitalisations,2024-W06,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,15,93.8,44.8,99.6,96,TRUE,TRUE
detections_hospitalisations,2024-W06,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,49.2,0,TRUE,FALSE
detections_hospitalisations,2024-W06,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,49.2,0,TRUE,TRUE
detections_hospitalisations,2024-W06,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,49.2,0,TRUE,TRUE
detections_hospitalisations,2024-W06,iso_week,CHFL,CHFL,XBB,positive,pcr,0,0,0,49.2,2,TRUE,TRUE
detections_hospitalisations,2024-W06,iso_week,CHFL,CHFL,other,positive,pcr,1,6.2,0.4,55.2,2.1,TRUE,FALSE
samples_hospitalisations,2024-W06,iso_week,CHFL,CHFL,all,positive,pcr,16,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2024-W07,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,47.7,0,TRUE,FALSE
detections_hospitalisations,2024-W07,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,47.7,0,TRUE,FALSE
detections_hospitalisations,2024-W07,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,47.7,0,TRUE,TRUE
detections_hospitalisations,2024-W07,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,16,94.1,46.5,99.7,94.2,TRUE,TRUE
detections_hospitalisations,2024-W07,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,47.7,0,TRUE,FALSE
detections_hospitalisations,2024-W07,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,47.7,0,TRUE,TRUE
detections_hospitalisations,2024-W07,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,47.7,0,TRUE,TRUE
detections_hospitalisations,2024-W07,iso_week,CHFL,CHFL,XBB,positive,pcr,1,5.9,0.3,53.5,3.7,TRUE,TRUE
detections_hospitalisations,2024-W07,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,47.7,2.1,TRUE,FALSE
samples_hospitalisations,2024-W07,iso_week,CHFL,CHFL,all,positive,pcr,17,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2024-W08,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,44.9,0,TRUE,FALSE
detections_hospitalisations,2024-W08,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,44.9,0,TRUE,FALSE
detections_hospitalisations,2024-W08,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,44.9,0,TRUE,TRUE
detections_hospitalisations,2024-W08,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,18,94.7,49.6,99.7,93.7,TRUE,TRUE
detections_hospitalisations,2024-W08,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,44.9,0,TRUE,FALSE
detections_hospitalisations,2024-W08,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,44.9,0,TRUE,TRUE
detections_hospitalisations,2024-W08,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,44.9,0,TRUE,TRUE
detections_hospitalisations,2024-W08,iso_week,CHFL,CHFL,XBB,positive,pcr,1,5.3,0.3,50.4,6.3,TRUE,TRUE
detections_hospitalisations,2024-W08,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,44.9,0,TRUE,FALSE
samples_hospitalisations,2024-W08,iso_week,CHFL,CHFL,all,positive,pcr,19,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2024-W09,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,54.4,0,TRUE,FALSE
detections_hospitalisations,2024-W09,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,54.4,0,TRUE,FALSE
detections_hospitalisations,2024-W09,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,54.4,0,TRUE,TRUE
detections_hospitalisations,2024-W09,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,12,92.3,39,99.6,95.7,TRUE,TRUE
detections_hospitalisations,2024-W09,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,54.4,0,TRUE,FALSE
detections_hospitalisations,2024-W09,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,54.4,0,TRUE,TRUE
detections_hospitalisations,2024-W09,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,54.4,0,TRUE,TRUE
detections_hospitalisations,2024-W09,iso_week,CHFL,CHFL,XBB,positive,pcr,1,7.7,0.4,61,4.3,TRUE,TRUE
detections_hospitalisations,2024-W09,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,54.4,0,TRUE,FALSE
samples_hospitalisations,2024-W09,iso_week,CHFL,CHFL,all,positive,pcr,13,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2024-W10,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,56.4,0,TRUE,FALSE
detections_hospitalisations,2024-W10,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,56.4,0,TRUE,FALSE
detections_hospitalisations,2024-W10,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,56.4,0,TRUE,TRUE
detections_hospitalisations,2024-W10,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,12,100,43.6,100,97.4,TRUE,TRUE
detections_hospitalisations,2024-W10,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,56.4,0,TRUE,FALSE
detections_hospitalisations,2024-W10,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,56.4,0,TRUE,TRUE
detections_hospitalisations,2024-W10,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,56.4,0,TRUE,TRUE
detections_hospitalisations,2024-W10,iso_week,CHFL,CHFL,XBB,positive,pcr,0,0,0,56.4,2.6,TRUE,TRUE
detections_hospitalisations,2024-W10,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,56.4,0,TRUE,FALSE
samples_hospitalisations,2024-W10,iso_week,CHFL,CHFL,all,positive,pcr,12,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2024-W11,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,75.6,0,TRUE,FALSE
detections_hospitalisations,2024-W11,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,75.6,0,TRUE,FALSE
detections_hospitalisations,2024-W11,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,75.6,0,TRUE,TRUE
detections_hospitalisations,2024-W11,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,5,100,24.4,100,100,TRUE,TRUE
detections_hospitalisations,2024-W11,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,75.6,0,TRUE,FALSE
detections_hospitalisations,2024-W11,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,75.6,0,TRUE,TRUE
detections_hospitalisations,2024-W11,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,75.6,0,TRUE,TRUE
detections_hospitalisations,2024-W11,iso_week,CHFL,CHFL,XBB,positive,pcr,0,0,0,75.6,0,TRUE,TRUE
detections_hospitalisations,2024-W11,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,75.6,0,TRUE,FALSE
samples_hospitalisations,2024-W11,iso_week,CHFL,CHFL,all,positive,pcr,5,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2024-W12,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,93.9,0,TRUE,FALSE
detections_hospitalisations,2024-W12,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,93.9,0,TRUE,FALSE
detections_hospitalisations,2024-W12,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,93.9,0,TRUE,TRUE
detections_hospitalisations,2024-W12,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,1,100,6.1,100,100,TRUE,TRUE
detections_hospitalisations,2024-W12,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,93.9,0,TRUE,FALSE
detections_hospitalisations,2024-W12,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,93.9,0,TRUE,TRUE
detections_hospitalisations,2024-W12,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,93.9,0,TRUE,TRUE
detections_hospitalisations,2024-W12,iso_week,CHFL,CHFL,XBB,positive,pcr,0,0,0,93.9,0,TRUE,TRUE
detections_hospitalisations,2024-W12,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,93.9,0,TRUE,FALSE
samples_hospitalisations,2024-W12,iso_week,CHFL,CHFL,all,positive,pcr,1,NA,NA,NA,NA,TRUE,FALSE
detections_hospitalisations,2024-W13,iso_week,CHFL,CHFL,BA.1,positive,pcr,0,0,0,83.8,0,TRUE,FALSE
detections_hospitalisations,2024-W13,iso_week,CHFL,CHFL,BA.2,positive,pcr,0,0,0,83.8,0,TRUE,FALSE
detections_hospitalisations,2024-W13,iso_week,CHFL,CHFL,BA.2.75,positive,pcr,0,0,0,83.8,0,TRUE,TRUE
detections_hospitalisations,2024-W13,iso_week,CHFL,CHFL,BA.2.86,positive,pcr,3,100,16.2,100,100,TRUE,TRUE
detections_hospitalisations,2024-W13,iso_week,CHFL,CHFL,BA.4,positive,pcr,0,0,0,83.8,0,TRUE,FALSE
detections_hospitalisations,2024-W13,iso_week,CHFL,CHFL,BA.5,positive,pcr,0,0,0,83.8,0,TRUE,TRUE
detections_hospitalisations,2024-W13,iso_week,CHFL,CHFL,BQ.1,positive,pcr,0,0,0,83.8,0,TRUE,TRUE
detections_hospitalisations,2024-W13,iso_week,CHFL,CHFL,XBB,positive,pcr,0,0,0,83.8,0,TRUE,TRUE
detections_hospitalisations,2024-W13,iso_week,CHFL,CHFL,other,positive,pcr,0,0,0,83.8,0,TRUE,FALSE
